0.9257953,0.15893024
0.9190684,0.23073006
0.8999835,0.1727202
0.8895184,0.94684047
0.88589144,0.7055192
0.83568686,0.15913576
0.80653965,0.9524736
0.7578113,0.38101798
0.7537582,0.28698123
0.6877184,0.70145816
0.6720725,0.4911335
0.6444201,0.3731246
0.5398889,0.76107746
0.53537065,0.24919528
0.510845,0.0908584
0.4819607,0.5031969
0.47185522,0.6234162
0.46085298,0.41176552
0.39460045,0.30234557
0.36444283,0.85122484
0.32896298,0.61615527
0.30644745,0.1491149
0.29757583,0.47152954
0.28928983,0.5161174
0.27268136,0.52436686
0.22471035,0.45167404
0.1770091,0.47217304
0.14527059,0.15668327
0.053023696,0.0596233
0.03512305,0.39620608
